subject_id,convo_id,context_text,fb0_name,fb1_name,fb2_name,context_matching_feedback,best_pair,energy_polarity_surprisal
67916c33af88f19622f13e04,fe_03_01294_0_210,i mean some people may not wanna know but i would like to know just to see when it's actually gonna come to a head and finish,fe_03_01294,fe_03_03620,fe_03_01784,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '3'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}}"
67916c33af88f19622f13e04,fe_03_03644_0_74,no no i never i've never actually worked for minimum wage,fe_03_03644,fe_03_00883,fe_03_02243,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '3'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '3'}}"
67916c33af88f19622f13e04,fe_03_05048_1_206,you know i- i- i- it's it's weird like i mean like you look at a guy like tiger woods for instance he's probably worth every penny he makes for the advertizing that he he brings in the i mean the promotional value he has he's really well paid,fe_03_05048,fe_03_05258,fe_03_05285,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '5'}}"
67916c33af88f19622f13e04,fe_03_05443_0_501,then we sit at home and then watch watch a couple of movies like the we see usually a movie that we we did see or or if uh if it's good movies i like to see it again or something like that i i would i would uh i would pay for that,fe_03_05443,fe_03_01950,fe_03_05682,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67916c33af88f19622f13e04,fe_03_00193_1_118,definitely get grouchy and fed up with it but um and another reason is because it uh brings uh most of the family together every year cause we're all over the place and i'm one of seven kids,fe_03_00193,fe_03_05681,fe_03_03427,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '3'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '3', 'polarity': '3', 'surprisal': '4'}}"
67916c33af88f19622f13e04,fe_03_00652_0_321,so yeah have a greater awareness of uh how precious life is and how,fe_03_00652,fe_03_00141,fe_03_05139,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '5'}}"
67916c33af88f19622f13e04,fe_03_01970_0_228,now somebody can be lucky and i guess i was lucky because i only had twenty five hundred dollars that's now worth two hundred and fifty but ah i was talking to my stock broker and he said he has clients that just worked for ipalco you know for their entire life and that was their ah retirement and they came in with he had one client who came in with a quarter of a mill that's now worth twenty five hundred dollars,fe_03_01970,fe_03_03017,fe_03_05517,"{'fb0.wav': '5', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67916c33af88f19622f13e04,fe_03_03592_0_367,well and also you'd have to decide is is how worth it is it for you to have to get in your car and drive or to take public transportation i know here in california public transportation's fairly expensive and it's i i'm not positive but i believe it's over three dollars a day now ah to get a day pass to ride the bus or the light rail system and so when you're looking at five fifteen an hour and then every day you have to take that money out,fe_03_03592,fe_03_04367,fe_03_00043,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67916c33af88f19622f13e04,fe_03_05734_1_37,i i almost think they are because uh i got the impression that my first call was with a person on their first call the second call was with a person on their second call,fe_03_05734,fe_03_02754,fe_03_02469,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67916c33af88f19622f13e04,fe_03_03231_1_432,he eats steak rice and gravy he gets his own piece of steak his own rice his own gravy and whatever vegetable we're having in the morning he has a bowl of coffee he has his cereal and milk this dog is spoiled and i mean we don't talk about let's go to walmart and give him you know buy him dog bones and dog treats it don't work you go to walmart you buy him peanut butter and jelly you buy him dog biscuits i mean peanut butter and jelly you buy him like his cookies bran crackers stuff like that he will not eat like the dog biscuits now every now and then he'll eat a dog bone but it's very rare,fe_03_03231,fe_03_01701,fe_03_02958,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '3'}, 'fb2.wav': {'energy': '2', 'polarity': '1', 'surprisal': '4'}}"
67916c33af88f19622f13e04,fe_03_01204_1_477,that's that's kinda interesting to think about like who i'm potentially using as you know my quote best friend now but then maybe five years down the line,fe_03_01204,fe_03_01259,fe_03_01168,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}}"
67f1f1d53b5c101545b04cfc,fe_03_02032_1_151,love to m- meet him i in fact i had some poems i was i wro- wrote for him but they wouldn't accept it,fe_03_02032,fe_03_03451,fe_03_05322,"{'fb0.wav': '5', 'fb1.wav': '3', 'fb2.wav': '3'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '1', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '3'}, 'fb2.wav': {'energy': '4', 'polarity': '3', 'surprisal': '3'}}"
67f1f1d53b5c101545b04cfc,fe_03_05048_1_407,three four levels above everybody else so i guess they were entitled to their money but i i don't begrudge any of 'em the money i i like i said don't think they're worth it,fe_03_05048,fe_03_05729,fe_03_05680,"{'fb0.wav': '1', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '2', 'surprisal': '3'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '2'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '2'}}"
67f1f1d53b5c101545b04cfc,fe_03_05612_0_192,yeah if i failed seventy seventy percent of of the stuff that i would do i'd get kicked out of my job,fe_03_05612,fe_03_03034,fe_03_02550,"{'fb0.wav': '3', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '3'}, 'fb1.wav': {'energy': '5', 'polarity': '3', 'surprisal': '5'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}}"
67f1f1d53b5c101545b04cfc,fe_03_01164_1_112,yeah that yeah that's right well i i think i would do things more differently fair fairly recently than a long time ago,fe_03_01164,fe_03_00230,fe_03_01359,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '3', 'surprisal': '4'}, 'fb1.wav': {'energy': '5', 'polarity': '4', 'surprisal': '3'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '3'}}"
67f1f1d53b5c101545b04cfc,fe_03_00191_0_170,for me they'd be uh some wayne or some hane and you,fe_03_00191,fe_03_01454,fe_03_01922,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '4'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '3'}}"
67f1f1d53b5c101545b04cfc,fe_03_02267_0_150,and then you sip it slowly and if you need to take something else in between you don't want to take it too fast induce any coughing or choking 'cause it's powerful and then you can you can you know eat food in between ah it sips or whatever or some or some other drink,fe_03_02267,fe_03_01979,fe_03_04424,"{'fb0.wav': '3', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '4', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_03652_0_258,exactly and it's just i don't know it's just ridiculous how our economy is and the cost that they expect everybody to be able to afford the cost of living in today when i mean families can't even put food on the table,fe_03_03652,fe_03_02508,fe_03_00618,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '1'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '1', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_02622_1_405,what happened throughout history was uh you know like this has happened before,fe_03_02622,fe_03_04032,fe_03_02282,"{'fb0.wav': '3', 'fb1.wav': '5', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '4', 'surprisal': '2'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '2'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '3'}}"
67f1f1d53b5c101545b04cfc,fe_03_01919_1_494,my husband he works fulltime he's a welder so he works out in the sun and and he works so hard and me i've been a you know stay at home mom probably for about ten years,fe_03_01919,fe_03_02302,fe_03_04354,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '3'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '3', 'surprisal': '4'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '5'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '2'}}"
67f1f1d53b5c101545b04cfc,fe_03_01494_1_258,yes because you can wa- because you can watch one channel they say any something and then you watch the next channel and they're talking about the same thing but it's changed,fe_03_01494,fe_03_02163,fe_03_03656,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '4', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_04692_1_485,cool yeah when i go home especially during the summer it's ah my parents feed me well from stuff from the garden you know they take a lot of pride in it and so it's a and plus it's good it's really good,fe_03_04692,fe_03_04715,fe_03_03473,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '3', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '3'}, 'fb2.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_05259_1_357,yeah that you know i d- i don't think that would ever work so you know you know yeah if if it was just a regular guy,fe_03_05259,fe_03_04787,fe_03_04515,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '4', 'surprisal': '3'}, 'fb1.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '4', 'polarity': '3', 'surprisal': '4'}}"
67f1f1d53b5c101545b04cfc,fe_03_00300_0_106,yes and you'd like to attribute that to them getting a little better so they are a little faster at going through everything but i mean they're not screening everyone in every step of the way and that would really be the only way to,fe_03_00300,fe_03_04323,fe_03_04065,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '3'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '4'}, 'fb2.wav': {'energy': '5', 'polarity': '3', 'surprisal': '4'}}"
67f1f1d53b5c101545b04cfc,fe_03_00294_0_265,well i'm finishing my master's and then uh my phd will come after that but i'm still in the i'm s i'm in the phd program but i'm finishing up my masters,fe_03_00294,fe_03_00554,fe_03_05455,"{'fb0.wav': '5', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '2'}, 'fb1.wav': {'energy': '5', 'polarity': '3', 'surprisal': '2'}, 'fb2.wav': {'energy': '3', 'polarity': '4', 'surprisal': '2'}}"
67f1f1d53b5c101545b04cfc,fe_03_04406_0_472,you know the lord's good i mean he he put us in touch with the um an attorney that's done our corporation so far for free,fe_03_04406,fe_03_03056,fe_03_04738,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '5'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '3', 'surprisal': '1'}, 'fb1.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '4'}}"
67f1f1d53b5c101545b04cfc,fe_03_04474_0_204,they really don't see the value of it which is why i think a lot of them want to leave and get out of it as soon as possible,fe_03_04474,fe_03_04584,fe_03_03078,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '2', 'surprisal': '3'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_03713_0_592,um my brother thought they were gonna be in financial ruins but if you have a cas- a catastrophic loss like that the state comes in and pays for it,fe_03_03713,fe_03_05164,fe_03_05093,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '4'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '2', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '3', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_04829_0_482,yeah well once again any in in any situation where i feel i don't have control i have i you know i experience anxiety,fe_03_04829,fe_03_03951,fe_03_01223,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '2', 'surprisal': '4'}, 'fb2.wav': {'energy': '3', 'polarity': '3', 'surprisal': '2'}}"
67f1f1d53b5c101545b04cfc,fe_03_03741_0_201,that's like real uh you i'm i'm pretty sure that's probably you know at the poverty level i mean i know it should be increased but i don't i couldn't like say you know what's a good amount to increase it to,fe_03_03741,fe_03_01174,fe_03_01043,"{'fb0.wav': '5', 'fb1.wav': '1', 'fb2.wav': '5'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}, 'fb1.wav': {'energy': '2', 'polarity': '1', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_03744_0_40,the reason i was asking is because you know how certain states have different wages you know,fe_03_03744,fe_03_05513,fe_03_01565,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '5'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '3', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}}"
67f1f1d53b5c101545b04cfc,fe_03_01708_0_169,well i think there are lots of um components to ah you know the al qaeda network and there may be other terrorist groups not necessarily connected in fighting them and fighting their way of course it's not a question of invading another country with a huge army and everything else to to ah knock it off it's it's a long slow undercover,fe_03_01708,fe_03_03146,fe_03_02501,"{'fb0.wav': '5', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '4', 'surprisal': '1'}}"
67d065dce723175895e18af9,fe_03_03329_0_244,it's uh i fell back and my i was paralyzed but i asked him to forgive me for my sins and i'm walking around,fe_03_03329,fe_03_00535,fe_03_03220,"{'fb0.wav': '4', 'fb1.wav': '3', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb1.wav': {'energy': '4', 'polarity': '3', 'surprisal': '3'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '2'}}"
67d065dce723175895e18af9,fe_03_01678_0_40,nah nah i think that there's a lot of uh expense that the uh country isn't prepared for in the middle east,fe_03_01678,fe_03_05818,fe_03_04615,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '4'}, 'fb1.wav': {'energy': '4', 'polarity': '4', 'surprisal': '2'}, 'fb2.wav': {'energy': '3', 'polarity': '3', 'surprisal': '5'}}"
67d065dce723175895e18af9,fe_03_02043_1_519,see i've never i've never been to a beach or anything i don't really vacation much i i've been to vegas and,fe_03_02043,fe_03_04408,fe_03_04363,"{'fb0.wav': '3', 'fb1.wav': '1', 'fb2.wav': '3'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '2', 'polarity': '3', 'surprisal': '4'}, 'fb1.wav': {'energy': '2', 'polarity': '4', 'surprisal': '1'}, 'fb2.wav': {'energy': '3', 'polarity': '2', 'surprisal': '3'}}"
67d065dce723175895e18af9,fe_03_03508_1_545,it's ridiculous that means we're basically saying you can work for this amount but we're gonna have to pay you a stipend to to su- to exist,fe_03_03508,fe_03_05805,fe_03_03966,"{'fb0.wav': '4', 'fb1.wav': '5', 'fb2.wav': '4'}","{'fb2.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '4', 'surprisal': '2'}, 'fb1.wav': {'energy': '4', 'polarity': '3', 'surprisal': '4'}, 'fb2.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}}"
67d065dce723175895e18af9,fe_03_04950_1_436,yeah well you know there's bunch of 'em that's got uh harry potter banned in from the schools right now,fe_03_04950,fe_03_01227,fe_03_03251,"{'fb0.wav': '4', 'fb1.wav': '4', 'fb2.wav': '3'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '5', 'polarity': '3', 'surprisal': '5'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '2'}, 'fb2.wav': {'energy': '2', 'polarity': '4', 'surprisal': '2'}}"
67d065dce723175895e18af9,fe_03_01281_1_197,it's by a psy- a psych stud- study not a civic study but that's all right they they can they can digest,fe_03_01281,fe_03_00081,fe_03_00153,"{'fb0.wav': '3', 'fb1.wav': '4', 'fb2.wav': '4'}","{'fb2.wav', 'fb1.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '4'}, 'fb1.wav': {'energy': '4', 'polarity': '5', 'surprisal': '2'}, 'fb2.wav': {'energy': '4', 'polarity': '5', 'surprisal': '2'}}"
67d065dce723175895e18af9,fe_03_05584_1_368,that's that's that's pretty nice i live down in uh north carolina and it was it was definitely ninety five today and sweltering,fe_03_05584,fe_03_02992,fe_03_01983,"{'fb0.wav': '3', 'fb1.wav': '5', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '3', 'polarity': '3', 'surprisal': '2'}, 'fb1.wav': {'energy': '5', 'polarity': '5', 'surprisal': '5'}, 'fb2.wav': {'energy': '2', 'polarity': '2', 'surprisal': '1'}}"
67d065dce723175895e18af9,fe_03_00263_1_173,yeah i don't know um i'm a college student so i i was real cautious about my email,fe_03_00263,fe_03_00043,fe_03_01113,"{'fb0.wav': '5', 'fb1.wav': '4', 'fb2.wav': '2'}","{'fb1.wav', 'fb0.wav'}","{'fb0.wav': {'energy': '4', 'polarity': '4', 'surprisal': '4'}, 'fb1.wav': {'energy': '3', 'polarity': '3', 'surprisal': '2'}, 'fb2.wav': {'energy': '3', 'polarity': '2', 'surprisal': '2'}}"
