data_filename,num_context_layers,embedding_size,batch_size,mode,gpu,attempts,final_returncode,status,ckpt_path,log_path,best_val_loss,best_val_top10,best_val_top25,best_val_top50,best_test_loss,best_test_top10,best_test_top25,best_test_top50,best_triadic,best_epoch
google/gemma-3-4b-pt_embeddings_last_5turns,2,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.log,6.722,0.453,0.693,0.885,6.992,0.409,0.666,0.872,0.736,12
meta-llama/Llama-3.1-8B_embeddings_last_5turns,4,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.log,6.673,0.453,0.694,0.886,6.962,0.401,0.672,0.87,0.74,9
meta-llama/Llama-3.1-8B_embeddings_last_5turns,4,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.685,0.452,0.696,0.892,6.95,0.407,0.671,0.873,0.74,10
meta-llama/Llama-3.1-8B_embeddings_last_5turns,4,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.log,6.196,0.452,0.705,0.889,6.536,0.385,0.642,0.856,0.771,18
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=4096.log,7.478,0.451,0.695,0.885,7.603,0.427,0.684,0.881,0.736,16
meta-llama/Llama-3.1-8B_embeddings_last_5turns,2,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.73,0.451,0.693,0.886,6.988,0.41,0.671,0.872,0.747,13
meta-llama/Llama-3.1-8B_embeddings_last_5turns,3,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.694,0.45,0.692,0.886,6.971,0.409,0.662,0.87,0.75,7
meta-llama/Llama-3.1-8B_embeddings_last_5turns,4,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.509,0.449,0.691,0.881,7.632,0.426,0.682,0.877,0.76,19
meta-llama/Llama-3.1-8B_embeddings_last_5turns,3,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=4096.log,7.497,0.449,0.691,0.882,7.626,0.425,0.676,0.878,0.729,13
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=2048.log,6.705,0.449,0.692,0.885,6.985,0.4,0.662,0.87,0.743,11
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.log,6.197,0.449,0.701,0.886,6.523,0.376,0.637,0.855,0.736,13
meta-llama/Llama-3.1-8B_embeddings_last_5turns,4,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.log,6.165,0.449,0.69,0.882,6.482,0.373,0.634,0.851,0.767,7
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.log,6.212,0.449,0.696,0.879,6.545,0.369,0.632,0.851,0.747,12
google/gemma-3-4b-pt_embeddings_last_5turns,3,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=2048.log,6.724,0.448,0.686,0.883,7.034,0.406,0.658,0.866,0.726,12
google/gemma-3-4b-pt_embeddings_last_5turns,4,64,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=2048.log,6.714,0.448,0.689,0.883,6.978,0.405,0.663,0.871,0.715,12
google/gemma-3-4b-pt_embeddings_last_5turns,4,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.log,6.72,0.448,0.687,0.881,6.982,0.404,0.663,0.869,0.747,10
google/gemma-3-4b-pt_embeddings_last_5turns,3,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.log,6.206,0.448,0.692,0.882,6.508,0.379,0.637,0.848,0.733,11
meta-llama/Llama-3.1-8B_embeddings_last_5turns,2,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.175,0.448,0.692,0.886,6.501,0.378,0.637,0.851,0.74,7
meta-llama/Llama-3.1-8B_embeddings_last_5turns,2,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=1024.log,6.182,0.448,0.687,0.883,6.505,0.376,0.632,0.848,0.75,6
meta-llama/Llama-3.1-8B_embeddings_last_5turns,3,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=1024.log,6.193,0.448,0.691,0.885,6.518,0.374,0.635,0.848,0.764,7
meta-llama/Llama-3.1-8B_embeddings_last_5turns,2,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=4096.log,7.495,0.447,0.69,0.882,7.611,0.432,0.681,0.884,0.743,16
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=4096.log,7.474,0.447,0.698,0.888,7.601,0.429,0.683,0.884,0.729,20
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=2048.log,6.732,0.447,0.692,0.883,6.998,0.406,0.666,0.869,0.743,13
meta-llama/Llama-3.1-8B_embeddings_last_5turns,2,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=2__emb=256__bs=2048.log,6.71,0.447,0.692,0.888,6.985,0.403,0.663,0.869,0.729,9
google/gemma-3-4b-pt_embeddings_last_5turns,3,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.72,0.447,0.682,0.882,6.985,0.402,0.655,0.866,0.743,6
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=256__bs=2048.log,6.711,0.447,0.687,0.885,6.989,0.398,0.657,0.866,0.722,9
google/gemma-3-4b-pt_embeddings_last_5turns,4,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=1024.log,6.189,0.446,0.686,0.886,6.536,0.372,0.633,0.847,0.726,6
google/gemma-3-4b-pt_embeddings_last_5turns,4,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.499,0.445,0.698,0.886,7.622,0.433,0.683,0.883,0.715,19
Qwen/Qwen2.5-7B_embeddings_last_5turns,4,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=4096.log,7.465,0.445,0.697,0.888,7.585,0.432,0.694,0.886,0.726,20
google/gemma-3-4b-pt_embeddings_last_5turns,4,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=128__bs=4096.log,7.525,0.445,0.687,0.88,7.648,0.419,0.675,0.877,0.736,17
google/gemma-3-4b-pt_embeddings_last_5turns,2,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.log,6.214,0.445,0.691,0.883,6.518,0.373,0.636,0.853,0.747,8
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=64__bs=1024.log,6.208,0.445,0.688,0.884,6.538,0.373,0.631,0.853,0.743,11
google/gemma-3-4b-pt_embeddings_last_5turns,4,256,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=1024.log,6.205,0.445,0.685,0.882,6.518,0.372,0.631,0.855,0.75,7
meta-llama/Llama-3.1-8B_embeddings_last_5turns,1,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=1024.log,6.176,0.445,0.687,0.882,6.492,0.367,0.624,0.843,0.729,4
meta-llama/Llama-3.1-8B_embeddings_last_5turns,1,64,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=meta-llama-llama-3-1-8b-embeddings-last-5turns__mode=combined__ctx=1__emb=64__bs=4096.log,7.477,0.444,0.69,0.884,7.627,0.424,0.68,0.879,0.715,13
google/gemma-3-4b-pt_embeddings_last_5turns,2,128,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=4096.log,7.513,0.444,0.683,0.882,7.621,0.424,0.679,0.883,0.75,11
google/gemma-3-4b-pt_embeddings_last_5turns,4,256,4096,combined,5,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=4096.log,7.544,0.444,0.686,0.88,7.651,0.42,0.68,0.879,0.753,15
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,128,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=2048.log,6.713,0.444,0.688,0.883,6.972,0.401,0.656,0.864,0.74,7
google/gemma-3-4b-pt_embeddings_last_5turns,4,256,2048,combined,3,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=256__bs=2048.log,6.702,0.444,0.689,0.884,6.98,0.397,0.652,0.867,0.747,7
Qwen/Qwen2.5-7B_embeddings_last_5turns,2,128,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=2__emb=128__bs=1024.log,6.181,0.444,0.688,0.884,6.497,0.374,0.627,0.853,0.715,7
google/gemma-3-4b-pt_embeddings_last_5turns,4,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=google-gemma-3-4b-pt-embeddings-last-5turns__mode=combined__ctx=4__emb=64__bs=1024.log,6.231,0.444,0.685,0.885,6.542,0.373,0.635,0.852,0.736,15
Qwen/Qwen2.5-7B_embeddings_last_5turns,3,64,1024,combined,1,1,0,OK,sweeps_w_test_sets_3turns/contrastive_ckpts/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.pth,sweeps_w_test_sets_3turns/contrastive_logs/df=qwen-qwen2-5-7b-embeddings-last-5turns__mode=combined__ctx=3__emb=64__bs=1024.log,6.209,0.444,0.687,0.885,6.514,0.372,0.64,0.857,0.757,14
